hora,sza,uv,pre vitamina D
11.0000,61.996,1.560E+00,5.947E-02
11.0167,61.877,1.575E+00,6.016E-02
11.0333,61.759,1.589E+00,6.085E-02
11.0500,61.642,1.603E+00,6.153E-02
11.0667,61.526,1.617E+00,6.222E-02
11.0833,61.410,1.632E+00,6.290E-02
11.1000,61.295,1.646E+00,6.359E-02
11.1167,61.180,1.660E+00,6.428E-02
11.1333,61.066,1.675E+00,6.497E-02
11.1500,60.953,1.689E+00,6.565E-02
11.1667,60.841,1.703E+00,6.634E-02
11.1833,60.730,1.717E+00,6.702E-02
11.2000,60.619,1.731E+00,6.771E-02
11.2167,60.508,1.745E+00,6.840E-02
11.2333,60.399,1.760E+00,6.908E-02
11.2500,60.291,1.774E+00,6.977E-02
11.2667,60.183,1.788E+00,7.045E-02
11.2833,60.076,1.802E+00,7.113E-02
11.3000,59.969,1.816E+00,7.181E-02
11.3167,59.864,1.829E+00,7.249E-02
11.3333,59.759,1.843E+00,7.317E-02
11.3500,59.655,1.857E+00,7.385E-02
11.3667,59.552,1.871E+00,7.452E-02
11.3833,59.449,1.885E+00,7.519E-02
11.4000,59.347,1.898E+00,7.587E-02
11.4167,59.246,1.912E+00,7.654E-02
11.4333,59.146,1.926E+00,7.720E-02
11.4500,59.047,1.939E+00,7.787E-02
11.4667,58.948,1.953E+00,7.853E-02
11.4833,58.851,1.966E+00,7.919E-02
11.5000,58.753,1.979E+00,7.986E-02
11.5167,58.657,1.993E+00,8.051E-02
11.5333,58.562,2.006E+00,8.116E-02
11.5500,58.468,2.019E+00,8.181E-02
11.5667,58.374,2.032E+00,8.246E-02
11.5833,58.281,2.045E+00,8.311E-02
11.6000,58.189,2.058E+00,8.375E-02
11.6167,58.098,2.071E+00,8.439E-02
11.6333,58.007,2.084E+00,8.502E-02
11.6500,57.918,2.096E+00,8.566E-02
11.6667,57.829,2.109E+00,8.628E-02
11.6833,57.741,2.122E+00,8.691E-02
11.7000,57.654,2.134E+00,8.753E-02
11.7167,57.568,2.147E+00,8.815E-02
11.7333,57.483,2.159E+00,8.876E-02
11.7500,57.399,2.171E+00,8.937E-02
11.7667,57.315,2.183E+00,8.998E-02
11.7833,57.232,2.195E+00,9.058E-02
11.8000,57.150,2.207E+00,9.118E-02
11.8167,57.070,2.219E+00,9.177E-02
11.8333,56.990,2.231E+00,9.236E-02
11.8500,56.911,2.242E+00,9.294E-02
