hora,sza,uv,pre vitamina D
11.0000,55.101,2.684E+00,1.159E-01
11.0167,54.990,2.703E+00,1.168E-01
11.0333,54.880,2.721E+00,1.178E-01
11.0500,54.770,2.740E+00,1.187E-01
11.0667,54.661,2.758E+00,1.197E-01
11.0833,54.554,2.776E+00,1.206E-01
11.1000,54.447,2.795E+00,1.216E-01
11.1167,54.341,2.813E+00,1.225E-01
11.1333,54.236,2.831E+00,1.234E-01
11.1500,54.131,2.849E+00,1.243E-01
11.1667,54.027,2.867E+00,1.252E-01
11.1833,53.925,2.884E+00,1.262E-01
11.2000,53.823,2.902E+00,1.271E-01
11.2167,53.722,2.919E+00,1.279E-01
11.2333,53.622,2.937E+00,1.289E-01
11.2500,53.522,2.955E+00,1.298E-01
11.2667,53.424,2.972E+00,1.306E-01
11.2833,53.327,2.989E+00,1.315E-01
11.3000,53.230,3.006E+00,1.324E-01
11.3167,53.135,3.023E+00,1.333E-01
11.3333,53.039,3.040E+00,1.342E-01
11.3500,52.945,3.057E+00,1.350E-01
11.3667,52.852,3.073E+00,1.359E-01
11.3833,52.761,3.090E+00,1.367E-01
11.4000,52.670,3.106E+00,1.376E-01
11.4167,52.580,3.122E+00,1.384E-01
11.4333,52.489,3.139E+00,1.392E-01
11.4500,52.401,3.154E+00,1.400E-01
11.4667,52.314,3.170E+00,1.409E-01
11.4833,52.227,3.186E+00,1.417E-01
11.5000,52.142,3.201E+00,1.425E-01
11.5167,52.056,3.217E+00,1.433E-01
11.5333,51.973,3.232E+00,1.441E-01
11.5500,51.890,3.247E+00,1.449E-01
11.5667,51.809,3.262E+00,1.456E-01
11.5833,51.728,3.277E+00,1.464E-01
11.6000,51.649,3.292E+00,1.472E-01
11.6167,51.569,3.307E+00,1.479E-01
11.6333,51.491,3.321E+00,1.487E-01
11.6500,51.415,3.335E+00,1.494E-01
11.6667,51.339,3.349E+00,1.501E-01
11.6833,51.264,3.363E+00,1.509E-01
11.7000,51.191,3.377E+00,1.516E-01
11.7167,51.117,3.390E+00,1.523E-01
11.7333,51.045,3.404E+00,1.529E-01
11.7500,50.974,3.417E+00,1.537E-01
11.7667,50.905,3.430E+00,1.543E-01
11.7833,50.836,3.443E+00,1.550E-01
11.8000,50.767,3.456E+00,1.557E-01
11.8167,50.701,3.469E+00,1.563E-01
11.8333,50.635,3.481E+00,1.570E-01
11.8500,50.571,3.493E+00,1.576E-01
11.8667,50.507,3.505E+00,1.582E-01
11.8833,50.445,3.517E+00,1.588E-01
11.9000,50.382,3.529E+00,1.595E-01
11.9167,50.322,3.540E+00,1.601E-01
11.9333,50.263,3.552E+00,1.606E-01
11.9500,50.205,3.562E+00,1.612E-01
11.9667,50.148,3.573E+00,1.618E-01
11.9833,50.092,3.584E+00,1.623E-01
12.0000,50.035,3.595E+00,1.629E-01
12.0167,49.982,3.605E+00,1.634E-01
12.0333,49.929,3.615E+00,1.640E-01
12.0500,49.877,3.625E+00,1.645E-01
12.0667,49.826,3.635E+00,1.650E-01
12.0833,49.776,3.645E+00,1.655E-01
12.1000,49.727,3.654E+00,1.660E-01
12.1167,49.680,3.663E+00,1.665E-01
12.1333,49.634,3.672E+00,1.669E-01
12.1500,49.589,3.681E+00,1.674E-01
12.1667,49.545,3.690E+00,1.678E-01
12.1833,49.500,3.698E+00,1.683E-01
12.2000,49.459,3.706E+00,1.687E-01
12.2167,49.418,3.714E+00,1.691E-01
12.2333,49.378,3.722E+00,1.695E-01
12.2500,49.340,3.728E+00,1.698E-01
12.2667,49.301,3.737E+00,1.703E-01
12.2833,49.265,3.744E+00,1.706E-01
