Hour,SZA,UVI,Vitamin D
11.0,62.125,2.192,0.09446
11.0167,62.03,2.209,0.0953
11.0333,61.936,2.225,0.09614
11.05,61.843,2.241,0.09697
11.0667,61.751,2.258,0.0978
11.0833,61.659,2.274,0.09863
11.1,61.568,2.29,0.09945
11.1167,61.478,2.306,0.1003
11.1333,61.389,2.322,0.1011
11.15,61.3,2.338,0.1019
11.1667,61.212,2.354,0.1027
11.1833,61.125,2.37,0.1035
11.2,61.039,2.385,0.1043
11.2167,60.954,2.401,0.1051
11.2333,60.869,2.416,0.1059
11.25,60.785,2.432,0.1067
11.2667,60.702,2.447,0.1075
11.2833,60.62,2.462,0.1083
11.3,60.539,2.477,0.109
11.3167,60.459,2.492,0.1098
11.3333,60.379,2.507,0.1106
11.35,60.3,2.522,0.1113
11.3667,60.222,2.536,0.1121
11.3833,60.145,2.551,0.1128
11.4,60.069,2.565,0.1136
11.4167,59.993,2.58,0.1143
11.4333,59.919,2.594,0.115
11.45,59.845,2.608,0.1158
11.4667,59.772,2.622,0.1165
11.4833,59.7,2.636,0.1172
11.5,59.629,2.649,0.1179
11.5167,59.559,2.663,0.1186
11.5333,59.489,2.676,0.1193
11.55,59.421,2.69,0.12
11.5667,59.353,2.703,0.1207
11.5833,59.286,2.716,0.1214
11.6,59.22,2.729,0.122
11.6167,59.156,2.742,0.1227
11.6333,59.091,2.754,0.1233
11.65,59.028,2.767,0.124
11.6667,58.966,2.779,0.1246
11.6833,58.904,2.791,0.1252
11.7,58.844,2.803,0.1259
11.7167,58.784,2.815,0.1265
11.7333,58.725,2.827,0.1271
11.75,58.667,2.838,0.1277
11.7667,58.611,2.85,0.1283
11.7833,58.554,2.861,0.1289
11.8,58.499,2.872,0.1294
11.8167,58.445,2.883,0.13
11.8333,58.392,2.894,0.1306
11.85,58.34,2.904,0.1311
11.8667,58.288,2.915,0.1317
11.8833,58.238,2.925,0.1322
11.9,58.188,2.935,0.1327
11.9167,58.139,2.945,0.1332
11.9333,58.092,2.955,0.1337
11.95,58.045,2.964,0.1342
11.9667,57.999,2.974,0.1347
11.9833,57.954,2.983,0.1352
12.0,57.91,2.992,0.1357
12.0167,57.867,3.001,0.1361
12.0333,57.825,3.01,0.1366
12.05,57.784,3.018,0.137
12.0667,57.744,3.026,0.1375
12.0833,57.705,3.034,0.1379
12.1,57.666,3.042,0.1383
12.1167,57.629,3.05,0.1387
12.1333,57.593,3.058,0.1391
12.15,57.557,3.065,0.1395
12.1667,57.523,3.072,0.1398
12.1833,57.49,3.079,0.1402
12.2,57.457,3.086,0.1406
12.2167,57.426,3.093,0.1409
12.2333,57.395,3.099,0.1412
12.25,57.366,3.105,0.1416
12.2667,57.337,3.111,0.1419
12.2833,57.309,3.117,0.1422
12.3,57.283,3.123,0.1425
12.3167,57.257,3.128,0.1427
12.3333,57.232,3.133,0.143
12.35,57.209,3.138,0.1433
12.3667,57.186,3.143,0.1435
12.3833,57.164,3.148,0.1438
12.4,57.143,3.152,0.144
12.4167,57.124,3.156,0.1442
12.4333,57.105,3.16,0.1444
12.45,57.087,3.164,0.1446
12.4667,57.07,3.167,0.1448
12.4833,57.054,3.171,0.145
12.5,57.04,3.174,0.1451
12.5167,57.026,3.177,0.1453
12.5333,57.013,3.18,0.1454
12.55,57.001,3.182,0.1456
12.5667,56.99,3.184,0.1457
12.5833,56.98,3.187,0.1458
12.6,56.971,3.188,0.1459
12.6167,56.964,3.19,0.146
12.6333,56.957,3.192,0.1461
12.65,56.951,3.193,0.1461
12.6667,56.946,3.194,0.1462
12.6833,56.942,3.195,0.1462
12.7,56.939,3.195,0.1463
12.7167,56.937,3.196,0.1463
12.7333,56.936,3.196,0.1463
12.75,56.936,3.196,0.1463
12.7667,56.937,3.196,0.1463
12.7833,56.939,3.195,0.1463
12.8,56.943,3.195,0.1462
12.8167,56.947,3.194,0.1462
12.8333,56.952,3.193,0.1461
12.85,56.958,3.191,0.1461
12.8667,56.965,3.19,0.146
12.8833,56.973,3.188,0.1459
12.9,56.982,3.186,0.1458
12.9167,56.992,3.184,0.1457
12.9333,57.003,3.182,0.1456
12.95,57.015,3.179,0.1454
12.9667,57.028,3.176,0.1453
12.9833,57.042,3.173,0.1451
13.0,57.057,3.17,0.145
13.0167,57.073,3.167,0.1448
13.0333,57.09,3.163,0.1446
13.05,57.108,3.16,0.1444
13.0667,57.127,3.156,0.1442
13.0833,57.146,3.151,0.144
13.1,57.167,3.147,0.1437
13.1167,57.189,3.142,0.1435
13.1333,57.212,3.137,0.1432
13.15,57.236,3.132,0.143
13.1667,57.261,3.127,0.1427
13.1833,57.287,3.122,0.1424
13.2,57.313,3.116,0.1421
13.2167,57.341,3.11,0.1418
13.2333,57.37,3.104,0.1415
13.25,57.4,3.098,0.1412
13.2667,57.43,3.092,0.1409
13.2833,57.462,3.085,0.1405
13.3,57.494,3.078,0.1402
13.3167,57.528,3.071,0.1398
13.3333,57.563,3.064,0.1394
13.35,57.598,3.057,0.139
13.3667,57.635,3.049,0.1386
13.3833,57.672,3.041,0.1382
13.4,57.71,3.033,0.1378
13.4167,57.75,3.025,0.1374
13.4333,57.79,3.017,0.137
13.45,57.831,3.008,0.1365
13.4667,57.873,3.0,0.1361
13.4833,57.917,2.991,0.1356
13.5,57.961,2.982,0.1351
13.5167,58.006,2.972,0.1347
13.5333,58.052,2.963,0.1342
13.55,58.099,2.953,0.1337
13.5667,58.146,2.944,0.1332
13.5833,58.195,2.934,0.1326
13.6,58.245,2.923,0.1321
13.6167,58.296,2.913,0.1316
13.6333,58.347,2.903,0.131
13.65,58.4,2.892,0.1305
13.6667,58.453,2.881,0.1299
13.6833,58.507,2.87,0.1294
13.7,58.563,2.859,0.1288
13.7167,58.619,2.848,0.1282
13.7333,58.676,2.837,0.1276
13.75,58.734,2.825,0.127
13.7667,58.793,2.813,0.1264
13.7833,58.853,2.801,0.1258
13.8,58.913,2.789,0.1252
13.8167,58.975,2.777,0.1245
13.8333,59.037,2.765,0.1239
13.85,59.101,2.752,0.1232
13.8667,59.165,2.74,0.1226
13.8833,59.23,2.727,0.1219
13.9,59.296,2.714,0.1213
13.9167,59.363,2.701,0.1206
13.9333,59.431,2.688,0.1199
13.95,59.5,2.674,0.1192
13.9667,59.569,2.661,0.1185
13.9833,59.64,2.647,0.1178
14.0,59.711,2.634,0.1171
14.0167,59.783,2.62,0.1164
14.0333,59.856,2.606,0.1157
14.05,59.93,2.592,0.1149
14.0667,60.004,2.577,0.1142
14.0833,60.08,2.563,0.1135
14.1,60.156,2.549,0.1127
14.1167,60.234,2.534,0.112
14.1333,60.312,2.519,0.1112
14.15,60.391,2.505,0.1105
14.1667,60.47,2.49,0.1097
14.1833,60.551,2.475,0.1089
14.2,60.632,2.46,0.1081
14.2167,60.715,2.445,0.1074
14.2333,60.798,2.429,0.1066
14.25,60.882,2.414,0.1058
14.2667,60.966,2.398,0.105
14.2833,61.052,2.383,0.1042
14.3,61.138,2.367,0.1034
14.3167,61.225,2.351,0.1026
14.3333,61.313,2.336,0.1018
14.35,61.402,2.32,0.101
14.3667,61.491,2.304,0.1001
14.3833,61.581,2.288,0.09933
14.4,61.672,2.272,0.0985
14.4167,61.764,2.255,0.09768
14.4333,61.857,2.239,0.09685
14.45,61.95,2.223,0.09601
14.4667,62.044,2.206,0.09518
14.4833,62.139,2.19,0.09434
14.5,62.235,2.173,0.09349
14.5167,62.331,2.157,0.09265
14.5333,62.429,2.14,0.0918
14.55,62.527,2.123,0.09096
14.5667,62.625,2.107,0.09011
14.5833,62.725,2.09,0.08925
14.6,62.825,2.073,0.0884
14.6167,62.926,2.056,0.08754
14.6333,63.027,2.039,0.08669
14.65,63.13,2.022,0.08583
14.6667,63.233,2.005,0.08497
14.6833,63.337,1.988,0.08411
14.7,63.441,1.971,0.08325
14.7167,63.547,1.954,0.08239
14.7333,63.653,1.937,0.08152
14.75,63.759,1.92,0.08066
14.7667,63.867,1.902,0.0798
14.7833,63.975,1.885,0.07893
14.8,64.084,1.868,0.07807
14.8167,64.193,1.851,0.07721
14.8333,64.303,1.834,0.07634
14.85,64.414,1.816,0.07548
14.8667,64.526,1.799,0.07462
14.8833,64.638,1.782,0.07376
14.9,64.751,1.765,0.0729
14.9167,64.865,1.747,0.07204
14.9333,64.979,1.73,0.07118
14.95,65.094,1.713,0.07032
14.9667,65.209,1.695,0.06946
14.9833,65.326,1.678,0.06861
15.0,65.443,1.661,0.06776
15.0167,65.56,1.644,0.06691
15.0333,65.678,1.627,0.06606
15.05,65.797,1.609,0.06521
15.0667,65.917,1.592,0.06436
15.0833,66.037,1.575,0.06352
15.1,66.158,1.558,0.06268
15.1167,66.279,1.541,0.06184
15.1333,66.401,1.524,0.06101
15.15,66.524,1.507,0.06017
15.1667,66.647,1.49,0.05934
15.1833,66.771,1.473,0.05852
15.2,66.895,1.456,0.05769
15.2167,67.02,1.439,0.05687
15.2333,67.146,1.422,0.05605
15.25,67.273,1.405,0.05524
15.2667,67.399,1.389,0.05443
15.2833,67.527,1.372,0.05362
15.3,67.655,1.355,0.05282
15.3167,67.784,1.339,0.05202
15.3333,67.913,1.322,0.05123
15.35,68.043,1.306,0.05044
15.3667,68.173,1.289,0.04965
15.3833,68.304,1.273,0.04887
15.4,68.436,1.256,0.0481
15.4167,68.568,1.24,0.04732
15.4333,68.701,1.224,0.04656
15.45,68.834,1.208,0.04579
15.4667,68.968,1.192,0.04504
15.4833,69.102,1.176,0.04428
15.5,69.237,1.16,0.04354
15.5167,69.373,1.144,0.04279
15.5333,69.509,1.128,0.04206
15.55,69.645,1.113,0.04133
15.5667,69.782,1.097,0.0406
15.5833,69.92,1.082,0.03988
15.6,70.058,1.066,0.03916
15.6167,70.197,1.051,0.03846
15.6333,70.336,1.036,0.03775
15.65,70.476,1.021,0.03706
15.6667,70.616,1.005,0.03637
15.6833,70.757,0.9905,0.03568
15.7,70.898,0.9756,0.035
15.7167,71.04,0.9608,0.03433
15.7333,71.183,0.9461,0.03366
15.75,71.325,0.9315,0.03301
15.7667,71.469,0.917,0.03235
15.7833,71.613,0.9026,0.03171
15.8,71.757,0.8883,0.03107
15.8167,71.902,0.874,0.03043
15.8333,72.047,0.86,0.02981
15.85,72.193,0.846,0.02919
15.8667,72.339,0.8321,0.02857
15.8833,72.486,0.8183,0.02797
15.9,72.633,0.8046,0.02737
15.9167,72.781,0.791,0.02678
15.9333,72.929,0.7776,0.02619
15.95,73.078,0.7642,0.02562
15.9667,73.227,0.751,0.02504
15.9833,73.376,0.7379,0.02448
16.0,73.526,0.7249,0.02392
16.0167,73.677,0.712,0.02338
16.0333,73.828,0.6992,0.02283
16.05,73.979,0.6865,0.0223
16.0667,74.131,0.674,0.02177
