CIE-2014
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.1
0
3.2
0
0
0
3
3.1
0
0
3
3.1
0
0
0
0
0
0
0
0
3.3
3.5
3.7
0
0
0
0
0
0
0
0
0
3.7
0
0
3.9
0
0
3.4
3.7
4.1
4.5
4.4
0
0
0
4.1
4.4
0
4.5
4.8
0
0
0
0
0
5.3
0
0
0
0
0
0
0
0
0
0
5.5
6
0
5.1
5.5
0
0
0
0
0
0
0
6.7
0
0
0
0
7.2
7.4
0
7.2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12.1
0
10.5
0
0
10.7
0
10.6
0
0
0
0
10.8
11.1
10.4
0
0
10.8
0
0
10.5
0
10.6
0
10.4
10.2
0
9.5
9.5
8.9
0
0
0
0
0
0
0
0
9
8.9
0
9
0
0
0
0
0
11.4
11.4
10.6
0
0
0
0
0
0
0
9.4
9.7
9.7
10
0
0
0
8.7
8.7
0
0
0
8.3
0
0
0
0
0
0
0
0
0
7.8
7.7
7.7
7.4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
