11.0000,63.478,5.569E-02
11.0167,63.364,5.636E-02
11.0333,63.251,5.702E-02
11.0500,63.138,5.769E-02
11.0667,63.026,5.836E-02
11.0833,62.915,5.902E-02
11.1000,62.804,5.969E-02
11.1167,62.694,6.036E-02
11.1333,62.585,6.103E-02
11.1500,62.477,6.170E-02
11.1667,62.369,6.236E-02
11.1833,62.262,6.303E-02
11.2000,62.156,6.370E-02
11.2167,62.050,6.437E-02
11.2333,61.945,6.503E-02
11.2500,61.841,6.570E-02
11.2667,61.738,6.636E-02
11.2833,61.636,6.703E-02
11.3000,61.534,6.769E-02
11.3167,61.433,6.835E-02
11.3333,61.332,6.901E-02
11.3500,61.233,6.967E-02
11.3667,61.134,7.033E-02
11.3833,61.036,7.098E-02
11.4000,60.939,7.164E-02
11.4167,60.842,7.229E-02
11.4333,60.747,7.294E-02
11.4500,60.652,7.359E-02
11.4667,60.558,7.423E-02
11.4833,60.465,7.488E-02
11.5000,60.372,7.552E-02
11.5167,60.280,7.616E-02
11.5333,60.189,7.680E-02
11.5500,60.099,7.743E-02
11.5667,60.010,7.806E-02
11.5833,59.921,7.869E-02
11.6000,59.834,7.931E-02
11.6167,59.747,7.993E-02
11.6333,59.661,8.055E-02
11.6500,59.576,8.117E-02
11.6667,59.492,8.178E-02
11.6833,59.408,8.239E-02
11.7000,59.325,8.299E-02
11.7167,59.244,8.359E-02
11.7333,59.163,8.419E-02
11.7500,59.083,8.478E-02
11.7667,59.003,8.537E-02
11.7833,58.925,8.595E-02
11.8000,58.847,8.653E-02
11.8167,58.771,8.711E-02
11.8333,58.695,8.768E-02
11.8500,58.620,8.825E-02
11.8667,58.546,8.881E-02
11.8833,58.472,8.937E-02
11.9000,58.400,8.992E-02
11.9167,58.329,9.047E-02
11.9333,58.258,9.101E-02
11.9500,58.189,9.154E-02
11.9667,58.120,9.208E-02
11.9833,58.052,9.260E-02
12.0000,57.985,9.313E-02
12.0167,57.919,9.364E-02
12.0333,57.854,9.415E-02
12.0500,57.790,9.466E-02
12.0667,57.726,9.515E-02
12.0833,57.664,9.565E-02
12.1000,57.602,9.613E-02
12.1167,57.542,9.661E-02
12.1333,57.482,9.709E-02
12.1500,57.423,9.756E-02
12.1667,57.366,9.802E-02
12.1833,57.309,9.847E-02
12.2000,57.253,9.892E-02
12.2167,57.198,9.936E-02
12.2333,57.144,9.980E-02
12.2500,57.091,1.002E-01
12.2667,57.039,1.007E-01
12.2833,56.988,1.011E-01
12.3000,56.938,1.015E-01
12.3167,56.888,1.019E-01
12.3333,56.840,1.023E-01
12.3500,56.792,1.027E-01
12.3667,56.746,1.030E-01
12.3833,56.701,1.034E-01
12.4000,56.656,1.038E-01
12.4167,56.613,1.041E-01
12.4333,56.570,1.045E-01
12.4500,56.529,1.048E-01
12.4667,56.488,1.052E-01
12.4833,56.449,1.055E-01
12.5000,56.410,1.058E-01
12.5167,56.372,1.061E-01
12.5333,56.336,1.064E-01
12.5500,56.300,1.067E-01
12.5667,56.265,1.070E-01
12.5833,56.232,1.073E-01
12.6000,56.199,1.076E-01
12.6167,56.167,1.079E-01
12.6333,56.137,1.081E-01
12.6500,56.107,1.084E-01
12.6667,56.078,1.086E-01
12.6833,56.051,1.088E-01
12.7000,56.024,1.091E-01
12.7167,55.998,1.093E-01
12.7333,55.973,1.095E-01
12.7500,55.950,1.097E-01
12.7667,55.927,1.099E-01
12.7833,55.906,1.101E-01
12.8000,55.885,1.102E-01
12.8167,55.865,1.104E-01
12.8333,55.847,1.106E-01
12.8500,55.829,1.107E-01
12.8667,55.813,1.109E-01
12.8833,55.797,1.110E-01
12.9000,55.782,1.111E-01
12.9167,55.769,1.112E-01
12.9333,55.756,1.113E-01
12.9500,55.745,1.114E-01
12.9667,55.734,1.115E-01
12.9833,55.725,1.116E-01
13.0000,55.716,1.117E-01
13.0167,55.709,1.117E-01
13.0333,55.702,1.118E-01
13.0500,55.697,1.118E-01
13.0667,55.693,1.119E-01
13.0833,55.689,1.119E-01
13.1000,55.687,1.119E-01
13.1167,55.686,1.119E-01
13.1333,55.685,1.119E-01
13.1500,55.686,1.119E-01
13.1667,55.688,1.119E-01
13.1833,55.690,1.119E-01
13.2000,55.694,1.119E-01
13.2167,55.699,1.118E-01
13.2333,55.705,1.118E-01
13.2500,55.712,1.117E-01
13.2667,55.720,1.116E-01
13.2833,55.729,1.116E-01
13.3000,55.739,1.115E-01
13.3167,55.750,1.114E-01
13.3333,55.762,1.113E-01
13.3500,55.775,1.112E-01
13.3667,55.788,1.111E-01
13.3833,55.803,1.109E-01
13.4000,55.820,1.108E-01
