hora,sza,uv,pre vitamina D
11.0000,63.263,1.880E+00,7.513E-02
11.0167,63.148,1.898E+00,7.600E-02
11.0333,63.034,1.916E+00,7.687E-02
11.0500,62.920,1.933E+00,7.774E-02
11.0667,62.807,1.951E+00,7.860E-02
11.0833,62.695,1.969E+00,7.947E-02
11.1000,62.584,1.986E+00,8.034E-02
11.1167,62.473,2.004E+00,8.121E-02
11.1333,62.363,2.021E+00,8.208E-02
11.1500,62.254,2.039E+00,8.295E-02
11.1667,62.145,2.056E+00,8.382E-02
11.1833,62.037,2.074E+00,8.468E-02
11.2000,61.930,2.091E+00,8.555E-02
11.2167,61.824,2.108E+00,8.642E-02
11.2333,61.718,2.126E+00,8.728E-02
11.2500,61.613,2.143E+00,8.815E-02
11.2667,61.509,2.160E+00,8.901E-02
11.2833,61.406,2.177E+00,8.987E-02
11.3000,61.303,2.195E+00,9.073E-02
11.3167,61.201,2.212E+00,9.158E-02
11.3333,61.100,2.229E+00,9.244E-02
11.3500,60.999,2.246E+00,9.329E-02
11.3667,60.900,2.263E+00,9.414E-02
11.3833,60.801,2.279E+00,9.499E-02
11.4000,60.702,2.296E+00,9.584E-02
11.4167,60.605,2.313E+00,9.668E-02
11.4333,60.509,2.330E+00,9.752E-02
11.4500,60.413,2.346E+00,9.836E-02
11.4667,60.318,2.363E+00,9.919E-02
11.4833,60.224,2.379E+00,1.000E-01
11.5000,60.130,2.396E+00,1.009E-01
11.5167,60.038,2.412E+00,1.017E-01
11.5333,59.946,2.428E+00,1.025E-01
11.5500,59.855,2.444E+00,1.033E-01
11.5667,59.765,2.460E+00,1.041E-01
11.5833,59.675,2.476E+00,1.049E-01
11.6000,59.587,2.492E+00,1.057E-01
11.6167,59.499,2.508E+00,1.065E-01
11.6333,59.413,2.523E+00,1.073E-01
11.6500,59.327,2.539E+00,1.081E-01
11.6667,59.241,2.554E+00,1.089E-01
11.6833,59.157,2.570E+00,1.097E-01
11.7000,59.073,2.585E+00,1.105E-01
11.7167,58.991,2.600E+00,1.113E-01
11.7333,58.909,2.615E+00,1.120E-01
11.7500,58.828,2.630E+00,1.128E-01
11.7667,58.748,2.645E+00,1.135E-01
11.7833,58.668,2.660E+00,1.143E-01
11.8000,58.590,2.674E+00,1.150E-01
11.8167,58.512,2.689E+00,1.158E-01
11.8333,58.436,2.703E+00,1.165E-01
11.8500,58.360,2.717E+00,1.172E-01
11.8667,58.285,2.732E+00,1.180E-01
11.8833,58.211,2.745E+00,1.187E-01
11.9000,58.138,2.759E+00,1.194E-01
11.9167,58.066,2.773E+00,1.201E-01
11.9333,57.994,2.787E+00,1.208E-01
11.9500,57.924,2.800E+00,1.215E-01
11.9667,57.854,2.813E+00,1.222E-01
11.9833,57.785,2.827E+00,1.228E-01
12.0000,57.718,2.840E+00,1.235E-01
12.0167,57.651,2.852E+00,1.242E-01
12.0333,57.585,2.865E+00,1.248E-01
12.0500,57.520,2.878E+00,1.255E-01
12.0667,57.456,2.890E+00,1.261E-01
12.0833,57.392,2.902E+00,1.268E-01
12.1000,57.330,2.915E+00,1.274E-01
12.1167,57.269,2.926E+00,1.280E-01
12.1333,57.208,2.938E+00,1.286E-01
12.1500,57.149,2.950E+00,1.292E-01
12.1667,57.090,2.961E+00,1.298E-01
12.1833,57.033,2.973E+00,1.304E-01
12.2000,56.976,2.984E+00,1.310E-01
12.2167,56.920,2.995E+00,1.315E-01
12.2333,56.866,3.006E+00,1.321E-01
12.2500,56.811,3.017E+00,1.326E-01
12.2667,56.758,3.027E+00,1.332E-01
12.2833,56.707,3.037E+00,1.337E-01
12.3000,56.656,3.047E+00,1.342E-01
12.3167,56.606,3.057E+00,1.348E-01
12.3333,56.556,3.067E+00,1.353E-01
12.3500,56.508,3.077E+00,1.358E-01
12.3667,56.461,3.086E+00,1.363E-01
12.3833,56.415,3.096E+00,1.367E-01
12.4000,56.370,3.105E+00,1.372E-01
12.4167,56.326,3.114E+00,1.377E-01
12.4333,56.282,3.122E+00,1.381E-01
12.4500,56.240,3.131E+00,1.386E-01
12.4667,56.199,3.139E+00,1.390E-01
12.4833,56.158,3.147E+00,1.394E-01
12.5000,56.119,3.155E+00,1.398E-01
12.5167,56.081,3.163E+00,1.402E-01
12.5333,56.043,3.171E+00,1.406E-01
12.5500,56.007,3.178E+00,1.410E-01
12.5667,55.972,3.185E+00,1.414E-01
12.5833,55.937,3.192E+00,1.417E-01
12.6000,55.904,3.199E+00,1.421E-01
12.6167,55.871,3.206E+00,1.424E-01
12.6333,55.840,3.212E+00,1.428E-01
12.6500,55.810,3.218E+00,1.431E-01
12.6667,55.780,3.224E+00,1.434E-01
12.6833,55.752,3.230E+00,1.437E-01
12.7000,55.725,3.236E+00,1.440E-01
