hora,sza,uv,pre vitamina D
11.0000,43.361,6.835E+00,3.340E-01
11.0167,43.195,6.883E+00,3.365E-01
11.0333,43.030,6.931E+00,3.391E-01
11.0500,42.864,6.979E+00,3.416E-01
11.0667,42.700,7.023E+00,3.438E-01
11.0833,42.536,7.075E+00,3.466E-01
11.1000,42.372,7.123E+00,3.492E-01
11.1167,42.211,7.170E+00,3.517E-01
11.1333,42.049,7.217E+00,3.542E-01
11.1500,41.887,7.264E+00,3.566E-01
11.1667,41.726,7.309E+00,3.589E-01
11.1833,41.566,7.359E+00,3.616E-01
11.2000,41.407,7.406E+00,3.641E-01
11.2167,41.249,7.452E+00,3.665E-01
11.2333,41.091,7.496E+00,3.689E-01
11.2500,40.934,7.545E+00,3.714E-01
11.2667,40.778,7.592E+00,3.738E-01
11.2833,40.622,7.638E+00,3.763E-01
11.3000,40.468,7.683E+00,3.787E-01
11.3167,40.314,7.729E+00,3.811E-01
11.3333,40.160,7.774E+00,3.835E-01
11.3500,40.007,7.819E+00,3.858E-01
11.3667,39.855,7.865E+00,3.882E-01
11.3833,39.704,7.909E+00,3.906E-01
11.4000,39.555,7.952E+00,3.928E-01
11.4167,39.405,7.991E+00,3.947E-01
11.4333,39.256,8.042E+00,3.975E-01
11.4500,39.108,8.086E+00,3.998E-01
11.4667,38.961,8.130E+00,4.021E-01
11.4833,38.815,8.174E+00,4.044E-01
11.5000,38.671,8.216E+00,4.067E-01
11.5167,38.526,8.259E+00,4.089E-01
11.5333,38.382,8.302E+00,4.112E-01
11.5500,38.240,8.345E+00,4.134E-01
11.5667,38.098,8.387E+00,4.156E-01
11.5833,37.958,8.428E+00,4.178E-01
11.6000,37.818,8.470E+00,4.200E-01
11.6167,37.678,8.512E+00,4.222E-01
11.6333,37.540,8.553E+00,4.243E-01
11.6500,37.403,8.594E+00,4.264E-01
11.6667,37.266,8.634E+00,4.286E-01
11.6833,37.132,8.674E+00,4.307E-01
11.7000,36.998,8.714E+00,4.328E-01
11.7167,36.864,8.754E+00,4.348E-01
11.7333,36.732,8.793E+00,4.369E-01
11.7500,36.601,8.832E+00,4.389E-01
11.7667,36.471,8.870E+00,4.409E-01
