11.0000,62.228,8.270E-02
11.0167,62.119,8.358E-02
11.0333,62.009,8.446E-02
11.0500,61.900,8.534E-02
11.0667,61.792,8.622E-02
11.0833,61.684,8.709E-02
11.1000,61.578,8.797E-02
11.1167,61.472,8.884E-02
11.1333,61.367,8.971E-02
11.1500,61.262,9.059E-02
11.1667,61.159,9.146E-02
11.1833,61.056,9.233E-02
11.2000,60.954,9.319E-02
11.2167,60.853,9.405E-02
11.2333,60.752,9.492E-02
11.2500,60.652,9.578E-02
11.2667,60.553,9.663E-02
11.2833,60.454,9.749E-02
11.3000,60.357,9.834E-02
11.3167,60.260,9.919E-02
11.3333,60.164,1.000E-01
11.3500,60.069,1.009E-01
11.3667,59.975,1.017E-01
11.3833,59.881,1.026E-01
11.4000,59.789,1.034E-01
11.4167,59.697,1.042E-01
11.4333,59.606,1.050E-01
11.4500,59.515,1.059E-01
11.4667,59.426,1.067E-01
11.4833,59.337,1.075E-01
11.5000,59.249,1.083E-01
11.5167,59.162,1.091E-01
11.5333,59.076,1.099E-01
11.5500,58.991,1.107E-01
11.5667,58.906,1.115E-01
11.5833,58.823,1.123E-01
11.6000,58.740,1.131E-01
11.6167,58.658,1.138E-01
11.6333,58.577,1.146E-01
11.6500,58.496,1.154E-01
11.6667,58.417,1.161E-01
11.6833,58.339,1.169E-01
11.7000,58.261,1.176E-01
11.7167,58.184,1.184E-01
11.7333,58.108,1.191E-01
11.7500,58.033,1.198E-01
11.7667,57.959,1.205E-01
11.7833,57.886,1.213E-01
11.8000,57.814,1.220E-01
11.8167,57.742,1.227E-01
11.8333,57.671,1.234E-01
11.8500,57.602,1.241E-01
11.8667,57.533,1.247E-01
11.8833,57.465,1.254E-01
11.9000,57.398,1.261E-01
11.9167,57.332,1.267E-01
11.9333,57.267,1.274E-01
11.9500,57.203,1.280E-01
11.9667,57.140,1.287E-01
11.9833,57.078,1.293E-01
12.0000,57.016,1.299E-01
12.0167,56.956,1.305E-01
12.0333,56.896,1.311E-01
12.0500,56.838,1.317E-01
12.0667,56.780,1.323E-01
12.0833,56.723,1.329E-01
12.1000,56.667,1.335E-01
12.1167,56.612,1.340E-01
12.1333,56.558,1.346E-01
12.1500,56.506,1.351E-01
12.1667,56.454,1.357E-01
