hora,sza,uv,pre vitamina D
11.0000,35.035,8.082E+00,3.960E-01
11.0167,34.868,8.125E+00,3.982E-01
11.0333,34.704,8.167E+00,4.004E-01
11.0500,34.540,8.209E+00,4.027E-01
11.0667,34.377,8.250E+00,4.048E-01
11.0833,34.215,8.292E+00,4.070E-01
11.1000,34.054,8.333E+00,4.092E-01
11.1167,33.892,8.374E+00,4.114E-01
11.1333,33.733,8.414E+00,4.135E-01
11.1500,33.574,8.455E+00,4.156E-01
11.1667,33.416,8.495E+00,4.177E-01
11.1833,33.258,8.534E+00,4.198E-01
11.2000,33.102,8.574E+00,4.219E-01
11.2167,32.945,8.614E+00,4.240E-01
11.2333,32.790,8.653E+00,4.261E-01
11.2500,32.637,8.690E+00,4.281E-01
11.2667,32.484,8.730E+00,4.301E-01
11.2833,32.332,8.768E+00,4.321E-01
11.3000,32.179,8.806E+00,4.342E-01
11.3167,32.029,8.844E+00,4.361E-01
11.3333,31.880,8.881E+00,4.381E-01
11.3500,31.732,8.918E+00,4.400E-01
11.3667,31.585,8.955E+00,4.420E-01
11.3833,31.439,8.991E+00,4.439E-01
11.4000,31.292,9.028E+00,4.458E-01
11.4167,31.148,9.064E+00,4.477E-01
11.4333,31.005,9.099E+00,4.496E-01
11.4500,30.863,9.134E+00,4.514E-01
11.4667,30.722,9.169E+00,4.533E-01
11.4833,30.582,9.203E+00,4.551E-01
11.5000,30.441,9.238E+00,4.569E-01
11.5167,30.304,9.272E+00,4.587E-01
11.5333,30.167,9.305E+00,4.604E-01
11.5500,30.032,9.339E+00,4.622E-01
11.5667,29.897,9.371E+00,4.639E-01
11.5833,29.763,9.404E+00,4.656E-01
11.6000,29.631,9.436E+00,4.673E-01
11.6167,29.500,9.468E+00,4.690E-01
11.6333,29.371,9.499E+00,4.706E-01
11.6500,29.243,9.529E+00,4.722E-01
11.6667,29.116,9.561E+00,4.739E-01
11.6833,28.989,9.584E+00,4.750E-01
11.7000,28.864,9.622E+00,4.771E-01
11.7167,28.741,9.648E+00,4.785E-01
11.7333,28.619,9.680E+00,4.801E-01
11.7500,28.499,9.709E+00,4.817E-01
11.7667,28.378,9.738E+00,4.832E-01
11.7833,28.261,9.766E+00,4.846E-01
11.8000,28.144,9.790E+00,4.859E-01
11.8167,28.029,9.821E+00,4.875E-01
11.8333,27.916,9.848E+00,4.889E-01
11.8500,27.804,9.874E+00,4.903E-01
11.8667,27.692,9.901E+00,4.917E-01
11.8833,27.583,9.926E+00,4.930E-01
11.9000,27.476,9.952E+00,4.944E-01
11.9167,27.370,9.976E+00,4.957E-01
11.9333,27.265,1.000E+01,4.970E-01
11.9500,27.162,1.002E+01,4.982E-01
11.9667,27.059,1.005E+01,4.995E-01
11.9833,26.960,1.007E+01,5.003E-01
12.0000,26.862,1.009E+01,5.019E-01
12.0167,26.765,1.012E+01,5.030E-01
12.0333,26.670,1.014E+01,5.042E-01
12.0500,26.576,1.016E+01,5.053E-01
12.0667,26.484,1.018E+01,5.065E-01
12.0833,26.394,1.020E+01,5.075E-01
12.1000,26.306,1.022E+01,5.086E-01
12.1167,26.220,1.024E+01,5.095E-01
12.1333,26.135,1.026E+01,5.106E-01
12.1500,26.051,1.027E+01,5.112E-01
12.1667,25.970,1.030E+01,5.126E-01
12.1833,25.891,1.032E+01,5.136E-01
12.2000,25.814,1.034E+01,5.145E-01
12.2167,25.738,1.035E+01,5.154E-01
12.2333,25.664,1.037E+01,5.162E-01
12.2500,25.591,1.039E+01,5.171E-01
12.2667,25.521,1.040E+01,5.179E-01
12.2833,25.453,1.042E+01,5.187E-01
12.3000,25.387,1.043E+01,5.195E-01
12.3167,25.323,1.045E+01,5.203E-01
12.3333,25.259,1.045E+01,5.206E-01
12.3500,25.199,1.047E+01,5.217E-01
12.3667,25.141,1.049E+01,5.224E-01
12.3833,25.085,1.049E+01,5.227E-01
12.4000,25.031,1.051E+01,5.237E-01
12.4167,24.978,1.052E+01,5.243E-01
12.4333,24.927,1.053E+01,5.249E-01
12.4500,24.879,1.053E+01,5.247E-01
12.4667,24.832,1.055E+01,5.255E-01
12.4833,24.788,1.057E+01,5.265E-01
12.5000,24.746,1.057E+01,5.270E-01
12.5167,24.705,1.058E+01,5.275E-01
12.5333,24.667,1.059E+01,5.279E-01
12.5500,24.632,1.060E+01,5.282E-01
12.5667,24.598,1.060E+01,5.283E-01
12.5833,24.567,1.061E+01,5.287E-01
12.6000,24.538,1.062E+01,5.292E-01
12.6167,24.509,1.063E+01,5.297E-01
12.6333,24.484,1.063E+01,5.300E-01
12.6500,24.461,1.064E+01,5.303E-01
12.6667,24.441,1.064E+01,5.304E-01
12.6833,24.422,1.064E+01,5.306E-01
12.7000,24.406,1.065E+01,5.308E-01
12.7167,24.391,1.065E+01,5.310E-01
12.7333,24.379,1.065E+01,5.312E-01
12.7500,24.369,1.066E+01,5.313E-01
12.7667,24.362,1.066E+01,5.314E-01
12.7833,24.356,1.066E+01,5.315E-01
12.8000,24.352,1.066E+01,5.315E-01
12.8167,24.351,1.066E+01,5.316E-01
12.8333,24.352,1.066E+01,5.315E-01
12.8500,24.356,1.066E+01,5.315E-01
12.8667,24.361,1.066E+01,5.314E-01
12.8833,24.369,1.066E+01,5.313E-01
12.9000,24.378,1.066E+01,5.312E-01
12.9167,24.390,1.065E+01,5.311E-01
12.9333,24.404,1.065E+01,5.309E-01
12.9500,24.421,1.064E+01,5.306E-01
12.9667,24.440,1.064E+01,5.305E-01
12.9833,24.461,1.064E+01,5.303E-01
13.0000,24.482,1.063E+01,5.300E-01
13.0167,24.508,1.063E+01,5.297E-01
13.0333,24.535,1.062E+01,5.293E-01
13.0500,24.565,1.061E+01,5.287E-01
13.0667,24.596,1.060E+01,5.283E-01
13.0833,24.629,1.060E+01,5.282E-01
13.1000,24.665,1.059E+01,5.279E-01
13.1167,24.703,1.058E+01,5.275E-01
13.1333,24.743,1.058E+01,5.270E-01
13.1500,24.785,1.057E+01,5.266E-01
13.1667,24.830,1.055E+01,5.256E-01
13.1833,24.875,1.053E+01,5.247E-01
13.2000,24.923,1.054E+01,5.249E-01
13.2167,24.974,1.052E+01,5.244E-01
13.2333,25.026,1.051E+01,5.237E-01
13.2500,25.081,1.049E+01,5.227E-01
13.2667,25.136,1.049E+01,5.225E-01
13.2833,25.195,1.047E+01,5.218E-01
13.3000,25.255,1.045E+01,5.207E-01
13.3167,25.318,1.045E+01,5.203E-01
13.3333,25.382,1.043E+01,5.196E-01
13.3500,25.449,1.042E+01,5.188E-01
13.3667,25.516,1.040E+01,5.180E-01
13.3833,25.586,1.039E+01,5.172E-01
13.4000,25.658,1.037E+01,5.163E-01
13.4167,25.732,1.035E+01,5.155E-01
13.4333,25.808,1.034E+01,5.146E-01
13.4500,25.886,1.032E+01,5.136E-01
13.4667,25.964,1.030E+01,5.127E-01
13.4833,26.045,1.028E+01,5.114E-01
13.5000,26.129,1.026E+01,5.107E-01
13.5167,26.214,1.024E+01,5.095E-01
13.5333,26.300,1.022E+01,5.087E-01
13.5500,26.387,1.020E+01,5.076E-01
13.5667,26.477,1.018E+01,5.066E-01
13.5833,26.569,1.016E+01,5.054E-01
13.6000,26.663,1.014E+01,5.043E-01
13.6167,26.758,1.012E+01,5.032E-01
13.6333,26.855,1.010E+01,5.020E-01
13.6500,26.952,1.007E+01,5.003E-01
13.6667,27.052,1.005E+01,4.996E-01
13.6833,27.154,1.003E+01,4.983E-01
13.7000,27.257,1.000E+01,4.971E-01
13.7167,27.362,9.979E+00,4.958E-01
13.7333,27.468,9.954E+00,4.945E-01
13.7500,27.575,9.929E+00,4.932E-01
13.7667,27.684,9.903E+00,4.918E-01
13.7833,27.795,9.877E+00,4.905E-01
13.8000,27.907,9.850E+00,4.891E-01
13.8167,28.021,9.823E+00,4.876E-01
13.8333,28.135,9.794E+00,4.861E-01
13.8500,28.252,9.769E+00,4.848E-01
13.8667,28.370,9.741E+00,4.833E-01
13.8833,28.489,9.712E+00,4.818E-01
13.9000,28.610,9.683E+00,4.803E-01
13.9167,28.732,9.649E+00,4.785E-01
13.9333,28.854,9.625E+00,4.772E-01
13.9500,28.979,9.584E+00,4.750E-01
13.9667,29.105,9.564E+00,4.740E-01
13.9833,29.232,9.531E+00,4.724E-01
14.0000,29.361,9.502E+00,4.708E-01
14.0167,29.490,9.471E+00,4.691E-01
14.0333,29.621,9.439E+00,4.675E-01
14.0500,29.753,9.407E+00,4.658E-01
14.0667,29.886,9.375E+00,4.641E-01
14.0833,30.021,9.342E+00,4.623E-01
14.1000,30.157,9.309E+00,4.606E-01
14.1167,30.292,9.275E+00,4.588E-01
14.1333,30.430,9.241E+00,4.571E-01
14.1500,30.570,9.207E+00,4.553E-01
14.1667,30.710,9.173E+00,4.534E-01
14.1833,30.851,9.138E+00,4.516E-01
14.2000,30.994,9.102E+00,4.498E-01
14.2167,31.136,9.067E+00,4.479E-01
14.2333,31.280,9.031E+00,4.460E-01
14.2500,31.426,8.995E+00,4.441E-01
14.2667,31.572,8.959E+00,4.422E-01
14.2833,31.720,8.920E+00,4.401E-01
14.3000,31.867,8.885E+00,4.383E-01
14.3167,32.017,8.848E+00,4.363E-01
14.3333,32.167,8.810E+00,4.344E-01
14.3500,32.319,8.772E+00,4.324E-01
14.3667,32.471,8.734E+00,4.303E-01
14.3833,32.624,8.692E+00,4.282E-01
14.4000,32.777,8.657E+00,4.263E-01
14.4167,32.932,8.618E+00,4.242E-01
14.4333,33.088,8.578E+00,4.221E-01
14.4500,33.245,8.539E+00,4.201E-01
14.4667,33.402,8.499E+00,4.180E-01
14.4833,33.560,8.459E+00,4.158E-01
14.5000,33.719,8.418E+00,4.137E-01
14.5167,33.879,8.378E+00,4.116E-01
14.5333,34.039,8.337E+00,4.094E-01
14.5500,34.201,8.296E+00,4.072E-01
14.5667,34.363,8.254E+00,4.051E-01
14.5833,34.526,8.213E+00,4.029E-01
14.6000,34.689,8.171E+00,4.007E-01
14.6167,34.854,8.129E+00,3.985E-01
14.6333,35.019,8.087E+00,3.962E-01
14.6500,35.185,8.042E+00,3.939E-01
14.6667,35.352,8.002E+00,3.917E-01
14.6833,35.519,7.959E+00,3.895E-01
14.7000,35.687,7.916E+00,3.872E-01
14.7167,35.856,7.872E+00,3.849E-01
14.7333,36.025,7.829E+00,3.826E-01
14.7500,36.195,7.785E+00,3.803E-01
14.7667,36.365,7.742E+00,3.780E-01
14.7833,36.537,7.698E+00,3.757E-01
14.8000,36.709,7.651E+00,3.731E-01
14.8167,36.882,7.609E+00,3.710E-01
14.8333,37.055,7.563E+00,3.686E-01
14.8500,37.229,7.519E+00,3.662E-01
14.8667,37.402,7.475E+00,3.639E-01
14.8833,37.577,7.430E+00,3.615E-01
14.9000,37.753,7.384E+00,3.591E-01
14.9167,37.929,7.338E+00,3.566E-01
14.9333,38.106,7.293E+00,3.543E-01
14.9500,38.283,7.248E+00,3.519E-01
14.9667,38.460,7.202E+00,3.495E-01
14.9833,38.639,7.155E+00,3.469E-01
