hora,sza,uv,pre vitamina D
11.0000,61.687,1.935E+00,7.526E-02
11.0167,61.567,1.953E+00,7.613E-02
11.0333,61.448,1.971E+00,7.699E-02
11.0500,61.330,1.988E+00,7.785E-02
11.0667,61.213,2.006E+00,7.872E-02
11.0833,61.097,2.024E+00,7.958E-02
11.1000,60.981,2.041E+00,8.044E-02
11.1167,60.865,2.059E+00,8.131E-02
11.1333,60.751,2.077E+00,8.217E-02
11.1500,60.637,2.094E+00,8.304E-02
11.1667,60.524,2.112E+00,8.390E-02
11.1833,60.412,2.129E+00,8.476E-02
11.2000,60.301,2.147E+00,8.562E-02
11.2167,60.189,2.164E+00,8.649E-02
11.2333,60.079,2.182E+00,8.735E-02
11.2500,59.970,2.199E+00,8.820E-02
11.2667,59.862,2.216E+00,8.906E-02
11.2833,59.754,2.233E+00,8.991E-02
11.3000,59.646,2.251E+00,9.077E-02
11.3167,59.540,2.268E+00,9.162E-02
11.3333,59.435,2.285E+00,9.247E-02
11.3500,59.330,2.302E+00,9.332E-02
11.3667,59.226,2.319E+00,9.417E-02
11.3833,59.123,2.336E+00,9.501E-02
11.4000,59.020,2.353E+00,9.586E-02
11.4167,58.919,2.370E+00,9.670E-02
11.4333,58.818,2.386E+00,9.753E-02
11.4500,58.718,2.403E+00,9.836E-02
11.4667,58.619,2.419E+00,9.919E-02
11.4833,58.520,2.436E+00,1.000E-01
11.5000,58.422,2.452E+00,1.009E-01
11.5167,58.325,2.469E+00,1.017E-01
11.5333,58.229,2.485E+00,1.025E-01
11.5500,58.134,2.501E+00,1.033E-01
11.5667,58.040,2.517E+00,1.041E-01
11.5833,57.946,2.533E+00,1.049E-01
11.6000,57.853,2.549E+00,1.057E-01
11.6167,57.762,2.565E+00,1.065E-01
11.6333,57.671,2.581E+00,1.073E-01
11.6500,57.581,2.597E+00,1.081E-01
11.6667,57.491,2.612E+00,1.089E-01
11.6833,57.402,2.628E+00,1.097E-01
11.7000,57.315,2.643E+00,1.104E-01
11.7167,57.228,2.658E+00,1.112E-01
11.7333,57.142,2.673E+00,1.120E-01
11.7500,57.057,2.688E+00,1.127E-01
11.7667,56.973,2.703E+00,1.135E-01
11.7833,56.889,2.718E+00,1.143E-01
11.8000,56.807,2.733E+00,1.150E-01
11.8167,56.726,2.747E+00,1.157E-01
