hora,sza,uv,pre vitamina D
11.0000,58.886,2.587E+00,1.096E-01
11.0167,58.772,2.608E+00,1.107E-01
11.0333,58.657,2.629E+00,1.117E-01
11.0500,58.543,2.650E+00,1.128E-01
11.0667,58.430,2.671E+00,1.139E-01
11.0833,58.318,2.691E+00,1.149E-01
11.1000,58.206,2.712E+00,1.160E-01
11.1167,58.096,2.733E+00,1.170E-01
11.1333,57.986,2.753E+00,1.181E-01
11.1500,57.877,2.774E+00,1.191E-01
11.1667,57.768,2.794E+00,1.202E-01
11.1833,57.661,2.815E+00,1.212E-01
11.2000,57.554,2.835E+00,1.223E-01
11.2167,57.449,2.855E+00,1.233E-01
11.2333,57.343,2.875E+00,1.243E-01
11.2500,57.239,2.895E+00,1.254E-01
11.2667,57.135,2.915E+00,1.264E-01
11.2833,57.032,2.935E+00,1.274E-01
11.3000,56.931,2.955E+00,1.284E-01
11.3167,56.830,2.975E+00,1.295E-01
11.3333,56.729,2.994E+00,1.305E-01
11.3500,56.629,3.014E+00,1.315E-01
11.3667,56.531,3.033E+00,1.325E-01
11.3833,56.433,3.053E+00,1.335E-01
11.4000,56.336,3.072E+00,1.345E-01
11.4167,56.240,3.091E+00,1.355E-01
11.4333,56.145,3.110E+00,1.364E-01
11.4500,56.050,3.129E+00,1.374E-01
11.4667,55.956,3.148E+00,1.384E-01
11.4833,55.864,3.166E+00,1.394E-01
11.5000,55.772,3.185E+00,1.403E-01
11.5167,55.681,3.203E+00,1.413E-01
11.5333,55.591,3.222E+00,1.422E-01
11.5500,55.502,3.240E+00,1.431E-01
11.5667,55.413,3.258E+00,1.441E-01
11.5833,55.327,3.276E+00,1.450E-01
11.6000,55.240,3.293E+00,1.459E-01
11.6167,55.154,3.311E+00,1.468E-01
11.6333,55.069,3.328E+00,1.477E-01
11.6500,54.985,3.346E+00,1.486E-01
11.6667,54.902,3.363E+00,1.495E-01
11.6833,54.821,3.380E+00,1.504E-01
11.7000,54.740,3.397E+00,1.513E-01
11.7167,54.659,3.414E+00,1.522E-01
11.7333,54.580,3.430E+00,1.530E-01
