hora,sza,uv,pre vitamina D
11.0000,84.570,1.266E-01,2.546E-03
11.0167,84.479,1.291E-01,2.606E-03
11.0333,84.388,1.317E-01,2.667E-03
11.0500,84.298,1.343E-01,2.728E-03
11.0667,84.208,1.369E-01,2.791E-03
11.0833,84.119,1.395E-01,2.854E-03
11.1000,84.030,1.421E-01,2.918E-03
11.1167,83.942,1.447E-01,2.983E-03
11.1333,83.854,1.474E-01,3.048E-03
11.1500,83.767,1.501E-01,3.115E-03
11.1667,83.680,1.528E-01,3.182E-03
11.1833,83.593,1.555E-01,3.251E-03
11.2000,83.507,1.582E-01,3.320E-03
11.2167,83.421,1.609E-01,3.390E-03
11.2333,83.336,1.637E-01,3.461E-03
11.2500,83.251,1.664E-01,3.532E-03
11.2667,83.167,1.692E-01,3.605E-03
11.2833,83.083,1.720E-01,3.678E-03
11.3000,83.000,1.748E-01,3.752E-03
11.3167,82.917,1.776E-01,3.827E-03
11.3333,82.835,1.804E-01,3.902E-03
11.3500,82.753,1.833E-01,3.979E-03
11.3667,82.672,1.861E-01,4.056E-03
11.3833,82.591,1.890E-01,4.134E-03
11.4000,82.510,1.918E-01,4.212E-03
11.4167,82.430,1.947E-01,4.291E-03
11.4333,82.351,1.976E-01,4.372E-03
11.4500,82.272,2.005E-01,4.452E-03
11.4667,82.193,2.034E-01,4.534E-03
11.4833,82.115,2.063E-01,4.616E-03
11.5000,82.037,2.092E-01,4.699E-03
11.5167,81.960,2.121E-01,4.783E-03
11.5333,81.884,2.151E-01,4.867E-03
11.5500,81.808,2.180E-01,4.952E-03
11.5667,81.732,2.210E-01,5.037E-03
11.5833,81.657,2.239E-01,5.123E-03
11.6000,81.582,2.269E-01,5.210E-03
11.6167,81.508,2.298E-01,5.297E-03
11.6333,81.435,2.328E-01,5.385E-03
11.6500,81.361,2.358E-01,5.474E-03
11.6667,81.289,2.388E-01,5.563E-03
11.6833,81.217,2.417E-01,5.652E-03
11.7000,81.145,2.447E-01,5.742E-03
11.7167,81.074,2.477E-01,5.833E-03
11.7333,81.003,2.507E-01,5.924E-03
11.7500,80.933,2.537E-01,6.015E-03
11.7667,80.864,2.567E-01,6.107E-03
11.7833,80.795,2.597E-01,6.199E-03
11.8000,80.726,2.626E-01,6.292E-03
11.8167,80.658,2.656E-01,6.385E-03
11.8333,80.591,2.686E-01,6.478E-03
11.8500,80.524,2.716E-01,6.572E-03
11.8667,80.457,2.746E-01,6.666E-03
11.8833,80.391,2.776E-01,6.761E-03
11.9000,80.326,2.805E-01,6.855E-03
11.9167,80.261,2.835E-01,6.950E-03
11.9333,80.196,2.865E-01,7.045E-03
11.9500,80.133,2.895E-01,7.141E-03
11.9667,80.069,2.924E-01,7.236E-03
11.9833,80.007,2.954E-01,7.332E-03
12.0000,79.944,2.983E-01,7.428E-03
12.0167,79.883,3.013E-01,7.524E-03
12.0333,79.821,3.042E-01,7.621E-03
12.0500,79.761,3.071E-01,7.717E-03
12.0667,79.701,3.101E-01,7.813E-03
12.0833,79.641,3.130E-01,7.910E-03
12.1000,79.582,3.159E-01,8.006E-03
12.1167,79.524,3.188E-01,8.103E-03
12.1333,79.466,3.217E-01,8.199E-03
12.1500,79.408,3.246E-01,8.296E-03
12.1667,79.351,3.274E-01,8.392E-03
12.1833,79.295,3.303E-01,8.489E-03
12.2000,79.239,3.331E-01,8.585E-03
12.2167,79.184,3.360E-01,8.681E-03
12.2333,79.129,3.388E-01,8.777E-03
12.2500,79.075,3.416E-01,8.873E-03
12.2667,79.022,3.444E-01,8.968E-03
12.2833,78.969,3.472E-01,9.064E-03
12.3000,78.916,3.499E-01,9.159E-03
12.3167,78.865,3.527E-01,9.254E-03
12.3333,78.813,3.554E-01,9.348E-03
12.3500,78.763,3.581E-01,9.443E-03
12.3667,78.712,3.608E-01,9.537E-03
12.3833,78.663,3.635E-01,9.630E-03
12.4000,78.614,3.662E-01,9.723E-03
12.4167,78.565,3.688E-01,9.816E-03
12.4333,78.517,3.714E-01,9.908E-03
12.4500,78.470,3.741E-01,1.000E-02
12.4667,78.423,3.767E-01,1.009E-02
12.4833,78.377,3.792E-01,1.018E-02
12.5000,78.331,3.818E-01,1.027E-02
12.5167,78.286,3.843E-01,1.036E-02
12.5333,78.242,3.868E-01,1.045E-02
12.5500,78.198,3.893E-01,1.054E-02
12.5667,78.154,3.918E-01,1.063E-02
12.5833,78.111,3.942E-01,1.072E-02
12.6000,78.069,3.966E-01,1.080E-02
12.6167,78.028,3.990E-01,1.089E-02
12.6333,77.987,4.014E-01,1.098E-02
12.6500,77.946,4.037E-01,1.106E-02
12.6667,77.906,4.061E-01,1.114E-02
12.6833,77.867,4.084E-01,1.123E-02
12.7000,77.828,4.106E-01,1.131E-02
12.7167,77.790,4.129E-01,1.139E-02
12.7333,77.753,4.151E-01,1.147E-02
12.7500,77.716,4.173E-01,1.155E-02
12.7667,77.679,4.195E-01,1.163E-02
12.7833,77.643,4.216E-01,1.171E-02
12.8000,77.608,4.237E-01,1.179E-02
12.8167,77.574,4.258E-01,1.186E-02
12.8333,77.540,4.278E-01,1.194E-02
12.8500,77.506,4.299E-01,1.201E-02
12.8667,77.473,4.319E-01,1.209E-02
12.8833,77.441,4.338E-01,1.216E-02
12.9000,77.410,4.357E-01,1.223E-02
12.9167,77.379,4.376E-01,1.230E-02
12.9333,77.348,4.395E-01,1.237E-02
12.9500,77.318,4.414E-01,1.244E-02
12.9667,77.289,4.432E-01,1.251E-02
12.9833,77.260,4.449E-01,1.257E-02
13.0000,77.232,4.467E-01,1.264E-02
13.0167,77.205,4.484E-01,1.270E-02
13.0333,77.178,4.501E-01,1.277E-02
13.0500,77.152,4.517E-01,1.283E-02
13.0667,77.126,4.533E-01,1.289E-02
13.0833,77.101,4.549E-01,1.295E-02
13.1000,77.077,4.564E-01,1.300E-02
13.1167,77.053,4.579E-01,1.306E-02
13.1333,77.030,4.594E-01,1.312E-02
13.1500,77.007,4.608E-01,1.317E-02
13.1667,76.985,4.622E-01,1.322E-02
13.1833,76.963,4.636E-01,1.327E-02
13.2000,76.943,4.649E-01,1.332E-02
13.2167,76.922,4.662E-01,1.337E-02
13.2333,76.903,4.675E-01,1.342E-02
13.2500,76.884,4.687E-01,1.347E-02
